网址,标题,时间戳
https://search.cctv.com/link_p.php?targetpage=https://jiankang.cctv.com/2020/10/14/ARTIyfjgDTB3zIMDWtP559my201014.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E5%B1%B1%E4%B8%9C%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D6,狙击“妇癌之王”需多方合力,2020-10-14 14:11:13
https://search.cctv.com/link_p.php?targetpage=https://news.cctv.com/2020/09/25/ARTIHaCil3SHdXn6HazXkG6N200925.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E5%B1%B1%E4%B8%9C%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D6,七成患者就诊时已是晚期 狙击“妇癌之王”为何这么难？,2020-09-25 16:24:08
https://search.cctv.com/link_p.php?targetpage=http://jiankang.cctv.com/2020/05/04/ARTIAVKdsEPaGfu5EAHbICzl200504.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E5%B1%B1%E4%B8%9C%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D6,国务院联防联控机制举行新闻发布会 多支援助湖北医疗队相关专家回答媒体提问,2020-05-04 12:21:55
https://search.cctv.com/link_p.php?targetpage=https://news.cctv.com/2020/11/04/ARTIZarIJGWiBYJb2zNjdW1W201104.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E5%B1%B1%E4%B8%9C%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D6,凝聚青春梦想，书写中非友好新篇章,2020-11-04 10:33:29
https://search.cctv.com/link_p.php?targetpage=https://news.cctv.com/2020/11/24/ARTIJEFNJYTTCtI5CXAxhep3201124.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E5%B1%B1%E4%B8%9C%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D6,颜成钢：学生科研上热搜我最开心,2020-11-24 11:01:18
https://search.cctv.com/link_p.php?targetpage=https://news.cctv.com/2020/11/19/ARTI230qq13ATKAA9Htl1AI4201119.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E5%B1%B1%E4%B8%9C%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D7,我国已与26个国家和地区签署19个自贸协定,2020-11-19 15:11:39
https://search.cctv.com/link_p.php?targetpage=https://news.cctv.com/2020/11/19/ARTIzOMNTjmQNGOTXAo7V2Pq201119.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E5%B1%B1%E4%B8%9C%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D7,我国已与26个国家和地区签署19个自贸协定,2020-11-19 06:18:44
https://search.cctv.com/link_p.php?targetpage=https://news.cctv.com/2020/11/16/ARTILzVcDSWBoWKR43LRKZdt201116.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E5%B1%B1%E4%B8%9C%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D7,“救命神器”走进北京地铁后 还要让急救知识成为“标配”,2020-11-16 13:51:21
https://search.cctv.com/link_p.php?targetpage=https://jiankang.cctv.com/2020/11/16/ARTIMd8GHkbb2a0L77VqoRKS201116.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E5%B1%B1%E4%B8%9C%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D7,“救命神器”走进北京地铁后 还要让急救知识成为“标配”,2020-11-16 09:12:07
https://search.cctv.com/link_p.php?targetpage=https://news.cctv.com/2020/09/20/ARTIwz5p5mWZlQ6vcrBuAmNR200920.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E5%B1%B1%E4%B8%9C%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D7,传承红色基因 谋高质量发展，两个视角聚焦习近平湖南之行,2020-09-20 15:48:36
https://search.cctv.com/link_p.php?targetpage=https://opinion.cctv.com/2020/12/27/ARTIxeaIsoxr0vj5sp2oR945201227.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E5%B1%B1%E4%B8%9C%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D7,塑造“家国合力”推进国家治理现代化,2020-12-27 19:20:46
https://search.cctv.com/link_p.php?targetpage=https://people.cctv.com/2021/01/07/ARTIx1AON0wAAdppbFRvOVMn210107.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E5%B1%B1%E4%B8%9C%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D7,在“魔法”中热爱生活的“熊孩子”,2021-01-07 14:43:07
https://search.cctv.com/link_p.php?targetpage=https://news.cctv.com/2021/01/10/ARTIc4m9whdtlU8FTLkgBJFU210110.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E5%B1%B1%E4%B8%9C%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D7,奔向文旅融合的星辰大海——透析2021年文旅产业发展趋势,2021-01-10 18:01:22
https://search.cctv.com/link_p.php?targetpage=https://opinion.cctv.com/2020/11/28/ARTIioh270WCnTdWGLrFNHM0201128.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E5%B1%B1%E4%B8%9C%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D7,中华优秀传统文化底色在战疫中闪亮,2020-11-28 18:27:00
https://search.cctv.com/link_p.php?targetpage=https://news.cctv.com/2020/11/28/ARTIUwnOn2aB9jPXUVnq0TYE201128.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E5%B1%B1%E4%B8%9C%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D7,中华优秀传统文化底色在战疫中闪亮,2020-11-28 16:34:06
https://search.cctv.com/link_p.php?targetpage=https://news.cctv.com/2020/12/08/ARTI5GpUbxOB45h0l1jMNC3F201208.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E5%B1%B1%E4%B8%9C%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D8,“十四五”个税怎么征？向民生倾斜,2020-12-08 06:07:12
https://search.cctv.com/link_p.php?targetpage=http://news.cctv.com/2020/04/06/ARTIQd93l5uzHwyIY8CF1j5a200406.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E5%B1%B1%E4%B8%9C%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D8,山东最后一支医疗队撤离 华西挥别齐鲁,2020-04-06 20:19:33
https://search.cctv.com/link_p.php?targetpage=http://news.cctv.com/2020/05/04/ARTI8DMLCr8tcxFLrXZFtDeR200504.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E5%B1%B1%E4%B8%9C%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D8,广大武汉医务工作者作出巨大牺牲和奉献 他们才是真正的英雄,2020-05-04 01:36:43
https://search.cctv.com/link_p.php?targetpage=https://jiankang.cctv.com/2020/08/02/ARTIwCvXba047DuqguFD1FWj200802.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E5%B1%B1%E4%B8%9C%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D8,蛀牙口腔溃疡会诱发舌癌？这种情况应立即就医！,2020-08-02 13:55:57
https://search.cctv.com/link_p.php?targetpage=http://news.cctv.com/2020/05/04/ARTIdOnZrsKBuEXndkRogjsh200504.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E5%B1%B1%E4%B8%9C%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D8,“东齐鲁、西华西” “山川组合”再谈相遇联手抗疫战友情,2020-05-04 03:46:43
https://search.cctv.com/link_p.php?targetpage=http://news.cctv.com/2020/05/03/ARTITErlxtXHB1webbpsn6Sj200503.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E5%B1%B1%E4%B8%9C%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D8,山大齐鲁医院第四批援鄂医疗队领队：广大武汉医务工作者是真正的英雄,2020-05-03 16:04:18
https://search.cctv.com/link_p.php?targetpage=http://news.cctv.com/2020/04/08/ARTIhw4zKjGrtJi7pF24Q5Co200408.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E5%B1%B1%E4%B8%9C%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D8,中国驻塞拉利昂大使馆：正在协调帮助张静静丈夫回国,2020-04-08 13:12:25
https://search.cctv.com/link_p.php?targetpage=https://jiankang.cctv.com/2020/07/16/ARTIWLh73cmhnfHHUG7lBqYl200716.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E5%B1%B1%E4%B8%9C%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D8,孩子现在高将来一定不矮？ 关于身高的这些观念都不对,2020-07-16 07:46:05
https://search.cctv.com/link_p.php?targetpage=http://news.cctv.com/2020/05/06/ARTIN15g1JOIGls7UB6JP5EH200506.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E5%B1%B1%E4%B8%9C%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D8,专家谈援鄂感想：武汉医务工作者作出巨大牺牲奉献，是真正的英雄,2020-05-06 18:44:11
https://search.cctv.com/link_p.php?targetpage=http://news.cctv.com/2020/07/19/ARTIjcGEgGHoZA4soDJMU9Qy200719.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E5%B1%B1%E4%B8%9C%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D8,胎宝宝咋老留不住？防复发性流产，专家送你锦囊妙计,2020-07-19 12:32:19
https://search.cctv.com/link_p.php?targetpage=http://jiankang.cctv.com/2020/04/09/ARTI7rn7ZeH9i61LBBENLV42200409.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E5%B1%B1%E4%B8%9C%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D9,【一线抗疫群英谱】张静静：愿以吾辈青春 守护盛世中华,2020-04-09 11:26:26
https://search.cctv.com/link_p.php?targetpage=http://news.cctv.com/2020/08/11/ARTIqrcuSfoa3QISVNlx8Lnh200811.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E5%B1%B1%E4%B8%9C%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D9,四川南充一医学生偷麻醉剂与女友吸食致其死亡 校方：该生已被开除,2020-08-11 13:45:03
https://search.cctv.com/link_p.php?targetpage=http://news.cctv.com/2020/05/03/ARTIs0ZtBF7uERB0ttdEa0bt200503.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E5%B1%B1%E4%B8%9C%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D9,核酸检测长期呈阳性，需不需要治疗？专家这样说,2020-05-03 17:06:53
https://search.cctv.com/link_p.php?targetpage=http://sannong.cctv.com/2020/06/01/ARTIrMp7ZMYxhNqrbIBFunWL200601.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E5%B1%B1%E4%B8%9C%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D9,罕见！近海生态显著恢复 水下摄影师拍到珍贵带鱼生活场景,2020-06-01 16:39:19
https://search.cctv.com/link_p.php?targetpage=http://news.cctv.com/2020/06/01/ARTIT86E9l8Z3PwkwzQG70IA200601.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E5%B1%B1%E4%B8%9C%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D9,辽宁长海：休渔期延长 近海生态显著恢复,2020-06-01 15:30:19
https://search.cctv.com/link_p.php?targetpage=http://news.cctv.com/2020/04/03/ARTIAHL6sYmrnG6QD5gynCRW200403.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E5%B1%B1%E4%B8%9C%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D9,武汉：科学精准救治重症患者,2020-04-03 20:39:43
https://search.cctv.com/link_p.php?targetpage=http://news.cctv.com/2020/04/04/ARTIsdpyAnjJ3J0Pl8gzsEZf200404.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E5%B1%B1%E4%B8%9C%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D9,幸得有你，山河无恙！致敬这场战疫的中坚力量,2020-04-04 21:47:42
https://search.cctv.com/link_p.php?targetpage=http://news.cctv.com/2020/05/03/ARTInYFCyvpGSuSLReCsP61F200503.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E5%B1%B1%E4%B8%9C%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D9,首批援意中国抗疫医疗专家组组长：新冠病毒是人类共同的敌人,2020-05-03 15:52:23
https://search.cctv.com/link_p.php?targetpage=http://news.cctv.com/2018/05/31/ARTIIsYvlRwrKoy4p0mIJjb6180531.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E5%B1%B1%E4%B8%9C%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D9,山东19岁小伙体重688斤成“网红” 渴望减到200斤,2018-05-31 12:14:37
https://search.cctv.com/link_p.php?targetpage=https://news.cctv.com/2020/09/16/ARTIJngemu1LHz5CHxhmXgGl200916.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E5%B1%B1%E4%B8%9C%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D9,科技部通报九起论文造假等违规案件查处结果,2020-09-16 19:18:52
https://search.cctv.com/link_p.php?targetpage=http://news.cctv.com/2020/05/03/ARTIOMQyIklLuKDBn0v5sl6H200503.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E5%B1%B1%E4%B8%9C%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D10,如何降低病亡率、提高治愈率？这个小组的工作非常有意义,2020-05-03 16:20:27
https://search.cctv.com/link_p.php?targetpage=http://news.cctv.com/2020/05/03/ARTIRZKZi69YIxRNLljUIBIA200503.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E5%B1%B1%E4%B8%9C%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D10,12例！5月2日新增无症状感染者数为通报以来最低,2020-05-03 15:10:25
https://search.cctv.com/link_p.php?targetpage=http://news.cctv.com/2020/05/03/ARTIvZHXgtUUmXBdmq95S5hr200503.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E5%B1%B1%E4%B8%9C%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D10,整牙真地能瘦脸吗？专家：基本不会影响脸部大小,2020-05-03 13:25:27
https://search.cctv.com/link_p.php?targetpage=http://opinion.cctv.com/2020/04/07/ARTIBjjuvmBZe69hYgdpAAzb200407.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E5%B1%B1%E4%B8%9C%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D10,把失去的痛苦转化为打赢的合力,2020-04-07 15:26:50
https://search.cctv.com/link_p.php?targetpage=http://news.cctv.com/2017/06/10/ARTIrKuF9oGEtxKHYuyed05o170610.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E5%B1%B1%E4%B8%9C%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D10,山东启动首个公众考古基地,2017-06-10 14:36:42
https://search.cctv.com/link_p.php?targetpage=http://news.cctv.com/2020/05/08/ARTIg0AJNl616cKmeo6Az7xd200508.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E5%B1%B1%E4%B8%9C%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D10,全面“体检”结果公布 33个学位授权点被要求整改,2020-05-08 09:03:11
https://search.cctv.com/link_p.php?targetpage=http://news.cctv.com/2020/07/30/ARTI4oRIrHls2sl4mA8a3Yks200730.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E5%B1%B1%E4%B8%9C%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D10,学霸们~有颜又有料的高校录取通知书上路啦！,2020-07-30 01:03:57
https://search.cctv.com/link_p.php?targetpage=http://news.cctv.com/2020/07/20/ARTIsmmXSXCQzjVflnxMAu0v200720.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E5%B1%B1%E4%B8%9C%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D10,极大缓解“功耗过高” 我国最大规模5G智能电网建成,2020-07-20 06:21:15
https://search.cctv.com/link_p.php?targetpage=http://people.cctv.com/2020/04/16/ARTIz3idUMS214uvBtq4mQ0Y200416.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E5%B1%B1%E4%B8%9C%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D10,马祖光：科研报国 一生“追光”,2020-04-16 09:33:07
https://search.cctv.com/link_p.php?targetpage=http://news.cctv.com/2020/04/08/ARTIfXf6VoOVDXV1UMX2xESY200408.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E5%B1%B1%E4%B8%9C%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D10,愿以吾辈之青春 守护盛世之中华 | 一个医者对人民、对祖国的深沉之爱,2020-04-08 10:34:34
https://search.cctv.com/link_p.php?targetpage=http://gongyi.cctv.com/2020/04/09/ARTI5W6PE4lUNRDvJniM1bmp200409.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E5%B1%B1%E4%B8%9C%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D11,【一线抗疫群英谱】张静静：愿以吾辈青春 守护盛世中华,2020-04-09 17:30:09
https://search.cctv.com/link_p.php?targetpage=http://news.cctv.com/2020/04/08/ARTIHXT4FiNyJoYAydbDH0RW200408.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E5%B1%B1%E4%B8%9C%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D11,【一线抗疫群英谱】张静静：愿以吾辈之青春 守护盛世之中华,2020-04-08 20:07:55
https://search.cctv.com/link_p.php?targetpage=https://news.cctv.com/2020/09/10/ARTI6c4GD6Fu0BojJcdqvg1X200910.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E5%B1%B1%E4%B8%9C%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D11,经济大家谈 | 通过制度创新化解双循环的“堵点”,2020-09-10 20:19:03
https://search.cctv.com/link_p.php?targetpage=http://news.cctv.com/2020/02/01/ARTIV454DqVvFxFgMx1FEzmI200201.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E5%B1%B1%E4%B8%9C%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D11,山东高校：逆行担当，一线战“疫”,2020-02-01 17:45:50
https://search.cctv.com/link_p.php?targetpage=http://news.cctv.com/2020/05/11/ARTIQsZv215D6Xxymei1sn0m200511.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E5%B1%B1%E4%B8%9C%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D11,联播+丨最美的天使！习近平多次向他们表达崇高敬意,2020-05-11 19:39:14
https://search.cctv.com/link_p.php?targetpage=http://news.cctv.com/2020/04/07/ARTIhZtA58j2TJC9NFKJq8AL200407.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E5%B1%B1%E4%B8%9C%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D11,【8点见】成都春熙路持刀毁坏财物男子身份已查明,2020-04-07 06:43:30
https://search.cctv.com/link_p.php?targetpage=http://news.cctv.com/2020/05/03/ARTIpCVgWH3gGYTO1EzfOscF200503.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E5%B1%B1%E4%B8%9C%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D11,武汉救治一线的人文关怀 医护人员把最真挚的爱留在了武汉,2020-05-03 17:00:53
https://search.cctv.com/link_p.php?targetpage=http://news.cctv.com/2020/04/29/ARTIiDqcHNXBXcQU76KvlE5I200429.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E5%B1%B1%E4%B8%9C%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D11,40名“致敬了不起的她·一线医务人员抗疫巾帼先锋”先进事迹发布,2020-04-29 18:01:49
https://search.cctv.com/link_p.php?targetpage=http://news.cctv.com/2016/10/13/ARTIOiEMEkhtlgue1WHiMHeR161013.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E5%B1%B1%E4%B8%9C%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D11,2016年山东省大众创业万众创新活动周启动,2016-10-13 08:10:39
https://search.cctv.com/link_p.php?targetpage=https://news.cctv.com/2020/08/31/ARTIY1VRRF1BvDkM2PqxEWFG200831.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E5%B1%B1%E4%B8%9C%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D11,用大数据为健康城市精准“画像” “城市健康指数”第三方评估启动,2020-08-31 16:58:06
https://search.cctv.com/link_p.php?targetpage=http://news.cntv.cn/2013/04/04/ARTI1365009170122700.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E5%B1%B1%E4%B8%9C%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D12,丁肇中团队公布阿尔法磁谱仪首批研究成果,2013-04-04 01:15:44
